caseid,complete_stat,is_volenteer,dh1gage,sex,marrige_stat,living_stat,province,vol_times,vol_fre,vol_time,is_work,is_workalone,gavin_times,gavin_sum,emp_stat,degree,is_citizens,is_school,is_immigration,happiness
9219,Complete,Not a volunteer but a giver,55-64 years,Female,Married,Spouse only,British Columbia,"NA",Valid skip,"NA",Yes,No,"NA","NA",Employed,Less than High School,Canadian citizen by naturalization only,No,Yes,"NA"
9220,Complete,Volunteer and giver,45-54 years,Male,Married,Spouse and single/non-single child(ren),Ontario,"NA",At least once a week,"NA",Yes,No,"NA","NA",Employed,University Diploma,Canadian citizen by birth only,No,Valid skip,"NA"
9221,Complete,Not a volunteer but a giver,65 years and over,Female,Widowed,Alone,Quebec,"NA",Valid skip,"NA",No,Valid skip,"NA","NA",Not in labour force,Graduated from High school,Canadian citizen by birth only,No,Valid skip,"NA"
9222,Complete,Volunteer and giver,65 years and over,Male,"Single, never married",Alone,Ontario,"NA",At least once a week,"NA",No,Valid skip,"NA","NA",Not in labour force,University Diploma,Canadian citizen by birth only,No,Valid skip,"NA"
9223,Complete,Volunteer and giver,15-24 years,Male,"Single, never married",Living with one or two parents,Ontario,"NA",At least 3 or 4 times (in the past 12 months),"NA",Yes,No,"NA","NA",Employed,Less than High School,Canadian citizen by birth only,Yes,Valid skip,"NA"
9224,Complete,Neither volunteer nor giver,45-54 years,Male,Divorced,Single/non-single child(ren) only,Quebec,"NA",Valid skip,"NA",No,Valid skip,"NA","NA",Unemployed,University Diploma,Other citizenship(s) non-Canadian only,No,Yes,Very satisfied
9225,Complete,Volunteer and giver,45-54 years,Female,Married,Spouse and single/non-single child(ren),Ontario,"NA",At least 3 or 4 times (in the past 12 months),"NA",Yes,No,"NA","NA",Employed,University Diploma,Canadian citizen by birth only,No,Valid skip,Very satisfied
9226,Complete,Volunteer and giver,45-54 years,Female,Divorced,Other living arrangement,Ontario,"NA",At least once a week,"NA",No,Valid skip,"NA","NA",Unemployed,Graduated from High school,Canadian citizen by birth only,No,Valid skip,"NA"
9227,Complete,Volunteer and giver,25-34 years,Male,"Single, never married",Living with one or two parents,British Columbia,"NA",Once or twice (in the past 12 months),"NA",Yes,No,"NA","NA",Employed,University Diploma,Canadian citizen by birth only,No,Valid skip,"NA"
9228,Complete,Not a volunteer but a giver,65 years and over,Female,Married,Spouse only,Ontario,"NA",Valid skip,"NA",Yes,Yes,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
9229,Complete,Not a volunteer but a giver,65 years and over,Female,Married,Spouse only,Ontario,"NA",Valid skip,"NA",No,Valid skip,"NA","NA",Not in labour force,Graduated from High school,Canadian citizen by birth only,No,Valid skip,Very satisfied
9230,Complete,Not a volunteer but a giver,45-54 years,Female,Divorced,Alone,Ontario,"NA",Valid skip,"NA",No,Valid skip,"NA","NA",Not in labour force,Graduated from High school,Canadian citizen by birth only,No,Valid skip,"NA"
9231,Complete,Volunteer and giver,45-54 years,Female,"Single, never married",Alone,Saskatchewan,"NA",Once or twice (in the past 12 months),"NA",Yes,No,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
9232,Complete,Not a volunteer but a giver,55-64 years,Male,Divorced,Spouse only,Quebec,"NA",Valid skip,"NA",Yes,No,"NA","NA",Employed,Less than High School,Canadian citizen by birth only,No,Valid skip,"NA"
9233,Complete,Volunteer and giver,55-64 years,Female,Living common-law,Alone,Ontario,"NA",Once or twice (in the past 12 months),"NA",No,Valid skip,"NA","NA",Not in labour force,University Diploma,Canadian citizen by birth only,No,Valid skip,Very satisfied
9234,Complete,Volunteer and giver,35-44 years,Female,"Single, never married",Alone,Alberta,"NA",At least once a week,"NA",Yes,No,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by birth and other citizenship(s),No,Valid skip,"NA"
9235,Complete,Volunteer and giver,35-44 years,Female,Living common-law,Single/non-single child(ren) only,Manitoba,"NA",Once or twice (in the past 12 months),"NA",Yes,No,"NA","NA",Employed,University Diploma,Canadian citizen by naturalization only,No,Yes,"NA"
9236,Complete,Volunteer and giver,65 years and over,Male,Married,Spouse only,British Columbia,"NA",At least once a month,"NA",No,Valid skip,"NA","NA",Not in labour force,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
9237,Complete,Neither volunteer nor giver,15-24 years,Male,"Single, never married",Living with one or two parents,Ontario,"NA",Valid skip,"NA",Yes,No,"NA","NA",Employed,Graduated from High school,Canadian citizen by birth only,No,Valid skip,"NA"
9238,Complete,Not a volunteer but a giver,55-64 years,Female,Widowed,Alone,Saskatchewan,"NA",Valid skip,"NA",Yes,No,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
9239,Complete,Volunteer and giver,45-54 years,Female,Married,Spouse only,Prince Edward Island,"NA",At least once a week,"NA",Yes,Yes,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
9240,Complete,Volunteer and giver,35-44 years,Male,Married,Alone,British Columbia,"NA",Once or twice (in the past 12 months),"NA",Yes,Yes,"NA","NA",Employed,Post-secondary diploma,Other citizenship(s) non-Canadian only,No,Yes,"NA"
9241,Complete,Not a volunteer but a giver,55-64 years,Female,Married,Spouse only,British Columbia,"NA",Valid skip,"NA",No,Valid skip,"NA","NA",Not in labour force,University Diploma,Canadian citizen by birth only,No,Valid skip,Very satisfied
9242,Complete,Volunteer and giver,55-64 years,Male,Married,Spouse only,Ontario,"NA",At least once a week,"NA",No,Valid skip,"NA","NA",Not in labour force,University Diploma,Canadian citizen by birth only,No,Valid skip,"NA"
9243,Complete,Not a volunteer but a giver,65 years and over,Female,Married,Spouse only,Alberta,"NA",Valid skip,"NA",No,Valid skip,"NA","NA",Not in labour force,Graduated from High school,Canadian citizen by birth only,No,Valid skip,"NA"
9244,Complete,Volunteer and giver,55-64 years,Male,Divorced,Alone,Quebec,"NA",At least 3 or 4 times (in the past 12 months),"NA",No,Valid skip,"NA","NA",Not in labour force,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
9245,Complete,Volunteer and giver,35-44 years,Female,Married,Spouse and single/non-single child(ren),Quebec,"NA",At least 3 or 4 times (in the past 12 months),"NA",Yes,No,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
9246,Complete,Volunteer and giver,45-54 years,Female,"Single, never married",Alone,Alberta,"NA",Once or twice (in the past 12 months),"NA",Yes,No,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by naturalization and other citizenship(s),No,Yes,"NA"
9247,Complete,Neither volunteer nor giver,55-64 years,Female,Married,Spouse only,Quebec,"NA",Valid skip,"NA",No,Valid skip,"NA","NA",Not in labour force,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
9248,Complete,Volunteer and giver,25-34 years,Female,"Single, never married",Alone,Quebec,"NA",Once or twice (in the past 12 months),"NA",Yes,No,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
9249,Complete,Not a volunteer but a giver,55-64 years,Male,Married,Spouse and single/non-single child(ren),British Columbia,"NA",Valid skip,"NA",No,Valid skip,"NA","NA",Not in labour force,Less than High School,Canadian citizen by naturalization only,No,Yes,"NA"
9250,Complete,Volunteer and giver,55-64 years,Female,Married,Spouse only,British Columbia,"NA",At least once a week,"NA",Yes,No,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,Very satisfied
9251,Complete,Volunteer and giver,35-44 years,Male,Married,Alone,Quebec,"NA",At least once a month,"NA",Yes,Yes,"NA","NA",Employed,University Diploma,Canadian citizen by birth only,Yes,Valid skip,"NA"
9252,Complete,Not a volunteer but a giver,45-54 years,Male,"Single, never married",Living with one or two parents,Saskatchewan,"NA",Valid skip,"NA",Yes,No,"NA","NA",Unemployed,Less than High School,Canadian citizen by birth only,No,Valid skip,"NA"
9253,Complete,Not a volunteer but a giver,15-24 years,Female,Married,Spouse only,Manitoba,"NA",Valid skip,"NA",Yes,No,"NA","NA",Employed,Graduated from High school,Canadian citizen by birth only,No,Valid skip,Very satisfied
9254,Complete,Volunteer and giver,35-44 years,Male,Married,Spouse and single/non-single child(ren),British Columbia,"NA",At least once a week,"NA",Yes,No,"NA","NA",Employed,University Diploma,Canadian citizen by birth only,No,Valid skip,"NA"
9255,Complete,Volunteer and giver,65 years and over,Female,"Single, never married",Alone,Quebec,"NA",At least once a month,"NA",No,Valid skip,"NA","NA",Not in labour force,Less than High School,Canadian citizen by birth only,No,Valid skip,Very satisfied
9256,Complete,Neither volunteer nor giver,35-44 years,Female,Married,Spouse and single/non-single child(ren),British Columbia,"NA",Valid skip,"NA",No,Valid skip,"NA","NA",Not in labour force,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
9257,Complete,Neither volunteer nor giver,65 years and over,Male,Married,Spouse and single/non-single child(ren),New Brunswick,"NA",Valid skip,"NA",No,Valid skip,"NA","NA",Not in labour force,Less than High School,Canadian citizen by birth only,No,Valid skip,"NA"
9258,Complete,Volunteer and giver,55-64 years,Female,Married,Spouse only,Newfoundland and Labrador,"NA",At least once a week,"NA",Yes,No,"NA","NA",Employed,Graduated from High school,Canadian citizen by birth only,No,Valid skip,Very satisfied
9259,Complete,Volunteer and giver,65 years and over,Female,"Single, never married",Alone,New Brunswick,"NA",At least once a week,"NA",No,Valid skip,"NA","NA",Not in labour force,Graduated from High school,Canadian citizen by birth only,No,Valid skip,"NA"
9260,Complete,Volunteer and giver,55-64 years,Male,Married,Spouse and single/non-single child(ren),Quebec,"NA",At least once a month,"NA",Yes,No,"NA","NA",Employed,Graduated from High school,Canadian citizen by birth only,No,Valid skip,Very satisfied
9261,Complete,Not a volunteer but a giver,25-34 years,Female,Married,Single/non-single child(ren) only,British Columbia,"NA",Valid skip,"NA",No,Valid skip,"NA","NA",Not in labour force,University Diploma,Canadian citizen by birth and other citizenship(s),No,Valid skip,"NA"
9262,Complete,Not a volunteer but a giver,25-34 years,Female,"Single, never married",Alone,Nova Scotia,"NA",Valid skip,"NA",Yes,No,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
9263,Complete,Volunteer and giver,45-54 years,Male,Married,Spouse only,Alberta,"NA",Once or twice (in the past 12 months),"NA",Yes,No,"NA","NA",Employed,Post-secondary diploma,Other citizenship(s) non-Canadian only,No,Yes,"NA"
9264,Partial,Volunteer and giver,45-54 years,Male,Married,Spouse and single/non-single child(ren),Saskatchewan,"NA",At least 3 or 4 times (in the past 12 months),"NA",Yes,Yes,"NA","NA",Unable to determine,Not stated,Undetermined,Not stated,Not stated,"NA"
9265,Complete,Not a volunteer but a giver,25-34 years,Female,Married,Spouse and single/non-single child(ren),Saskatchewan,"NA",Valid skip,"NA",No,Valid skip,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by naturalization only,No,Yes,"NA"
9266,Complete,Neither volunteer nor giver,35-44 years,Female,"Single, never married",Single/non-single child(ren) only,Ontario,"NA",Valid skip,"NA",No,Valid skip,"NA","NA",Unemployed,Graduated from High school,Canadian citizen by birth only,No,Valid skip,"NA"
9267,Partial,Volunteer and giver,45-54 years,Female,Divorced,Living with one or two parents,Ontario,"NA",At least 3 or 4 times (in the past 12 months),"NA",Not stated,Valid skip,"NA","NA",Unable to determine,Not stated,Undetermined,Not stated,Not stated,"NA"
9268,Complete,Neither volunteer nor giver,65 years and over,Female,"Single, never married",Alone,Ontario,"NA",Valid skip,"NA",No,Valid skip,"NA","NA",Not in labour force,Graduated from High school,Canadian citizen by naturalization only,No,No,"NA"
9269,Complete,Not a volunteer but a giver,55-64 years,Female,Divorced,Single/non-single child(ren) only,Nova Scotia,"NA",Valid skip,"NA",Yes,No,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
9270,Complete,Neither volunteer nor giver,55-64 years,Female,Married,Spouse only,Ontario,"NA",Valid skip,"NA",No,Valid skip,"NA","NA",Not in labour force,Graduated from High school,Canadian citizen by naturalization and other citizenship(s),No,Yes,Very satisfied
9271,Complete,Volunteer and giver,15-24 years,Female,"Single, never married",Living with one or two parents,British Columbia,"NA",At least once a week,"NA",No,Valid skip,"NA","NA",Employed,Less than High School,Canadian citizen by birth only,Yes,Valid skip,"NA"
9272,Complete,Not a volunteer but a giver,25-34 years,Female,"Single, never married",Single/non-single child(ren) only,Quebec,"NA",Valid skip,"NA",Yes,No,"NA","NA",Not in labour force,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,Very satisfied
9273,Complete,Volunteer and giver,55-64 years,Male,Married,Spouse only,Ontario,"NA",At least once a month,"NA",Yes,Yes,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by naturalization only,No,Yes,"NA"
9274,Complete,Volunteer and giver,45-54 years,Male,Married,Other living arrangement,Newfoundland and Labrador,"NA",At least once a month,"NA",Yes,No,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
9275,Complete,Not a volunteer but a giver,55-64 years,Male,"Single, never married",Alone,Quebec,"NA",Valid skip,"NA",Yes,No,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
9276,Complete,Not a volunteer but a giver,55-64 years,Female,Divorced,Alone,Quebec,"NA",Valid skip,"NA",Yes,No,"NA","NA",Employed,Graduated from High school,Undetermined,No,Valid skip,"NA"
9277,Complete,Volunteer and giver,55-64 years,Female,Married,Spouse only,Nova Scotia,"NA",At least once a month,"NA",No,Valid skip,"NA","NA",Not in labour force,Graduated from High school,Canadian citizen by birth only,No,Valid skip,"NA"
9278,Complete,Volunteer and giver,55-64 years,Female,"Single, never married",Alone,Nova Scotia,"NA",At least once a week,"NA",No,Valid skip,"NA","NA",Not in labour force,University Diploma,Canadian citizen by birth only,No,Valid skip,"NA"
9279,Complete,Volunteer and giver,55-64 years,Female,Divorced,Alone,Quebec,"NA",Daily or almost daily,"NA",No,Valid skip,"NA","NA",Not in labour force,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,Very satisfied
9280,Complete,Volunteer and giver,15-24 years,Female,"Single, never married",Living with one or two parents,Newfoundland and Labrador,"NA",At least once a week,"NA",Yes,No,"NA","NA",Not in labour force,Graduated from High school,Canadian citizen by birth only,Yes,Valid skip,"NA"
9281,Complete,Volunteer and giver,35-44 years,Male,Married,Spouse and single/non-single child(ren),Alberta,"NA",At least 3 or 4 times (in the past 12 months),"NA",Yes,No,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by naturalization only,No,Yes,"NA"
9282,Complete,Volunteer and giver,45-54 years,Female,Married,Spouse and single/non-single child(ren),Ontario,"NA",At least once a week,"NA",Yes,No,"NA","NA",Unemployed,University Diploma,Canadian citizen by birth only,No,Valid skip,"NA"
9283,Complete,Not a volunteer but a giver,35-44 years,Female,Married,Spouse and single/non-single child(ren),Manitoba,"NA",Valid skip,"NA",Yes,No,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by naturalization only,No,Yes,Very satisfied
